,reference,preco,endereco,localizacao,metragem,quartos,garagens,banheiro
1138,ref: 448024,R$ 1.176.478,rua lauro linhares,"Trindade, Florianópolis - SC",95m²,2,2,3
1139,ref: 448031,R$ 1.974.413,travessa felipe godinho e silva,"Agronômica, Florianópolis - SC",102m²,3,2,3
1140,ref: 448141,R$ 373.000,rua intendente joão nunes vieira,"Ingleses, Florianópolis - SC",176m²,3,,5
1141,ref: 448148,R$ 799.000,rodovia joão paulo,"João Paulo, Florianópolis - SC",72m²,2,1,3
1142,ref: 448152,R$ 954.973,rodovia joão paulo,"João Paulo, Florianópolis - SC",79m²,2,1,5
1143,ref: 448153,R$ 870.507,rua procópio manoel pires,"Trindade, Florianópolis - SC",106m²,2,1,3
1144,ref: 448155,R$ 950.620,rodovia joão paulo,"João Paulo, Florianópolis - SC",103m²,2,2,5
1145,ref: 448160,R$ 350.000,rua paulina marques dos santos,"Ingleses, Florianópolis - SC",73m²,2,1,2
1146,ref: 448165,R$ 890.000,rodovia joão paulo,"João Paulo, Florianópolis - SC",69m²,2,1,3
1147,ref: 448166,R$ 2.000.000,rua altamiro guimarães,"Centro, Florianópolis - SC",226m²,4,2,4
1148,ref: 448168,R$ 1.700.000,rua rui barbosa,"Agronômica, Florianópolis - SC",204m²,4,2,1
1149,ref: 448169,R$ 4.050.000,rodovia joão paulo,"João Paulo, Florianópolis - SC",234m²,2,3,5
1150,ref: 445056,R$ 2.500.000,estrada haroldo soares glavan,"Cacupé, Florianópolis - SC",157m²,3,3,7
1151,ref: 445060,R$ 2.885.000,estrada haroldo soares glavan,"Cacupé, Florianópolis - SC",172m²,3,2,6
1152,ref: 448173,R$ 1.990.000,travessa felipe godinho e silva,"Agronômica, Florianópolis - SC",124m²,3,2,4
1153,ref: 448177,R$ 2.800.000,rua almirante lamego,"Centro, Florianópolis - SC",141m²,4,2,5
1154,ref: 448182,R$ 9.500.000,avenida jornalista rubens de arruda ramos,"Centro, Florianópolis - SC",340m²,3,4,7
1155,ref: 448186,R$ 880.000,rua leonel pereira,"Cachoeira do bom Jesus, Florianópolis - SC",66m²,2,2,3
1156,ref: 448187,R$ 1.200.000,rodovia joão paulo,"João Paulo, Florianópolis - SC",81m²,3,2,3
1157,ref: 448191,R$ 1.042.441,estrada haroldo soares glavan,"Saco Grande, Florianópolis - SC",94m²,3,1,3
1158,ref: 448197,R$ 1.299.500,rodovia admar gonzaga,"Itacorubi, Florianópolis - SC",96m²,3,2,3
1159,ref: 448198,R$ 780.000,rodovia joão paulo,"João Paulo, Florianópolis - SC",64m²,2,1,5
1160,ref: 448201,R$ 1.280.000,rua júlio vieira,"João Paulo, Florianópolis - SC",92m²,3,2,3
1161,ref: 448202,R$ 3.200.000,avenida jornalista rubens de arruda ramos,"Centro, Florianópolis - SC",225m²,4,2,7
1162,ref: 448211,R$ 680.000,rua recanto do sol,"Ingleses, Florianópolis - SC",105m²,2,1,1
1163,ref: 448022,R$ 1.458.238,rua lauro linhares,"Trindade, Florianópolis - SC",107m²,3,2,5
1164,ref: 446843,R$ 550.000,rua dos tubarões,"Ingleses, Florianópolis - SC",95m²,3,1,3
1165,ref: 446851,R$ 1.550.000,rua antônio gomes,"Canto, Florianópolis - SC",103m²,3,3,3
1166,ref: 446864,R$ 1.180.000,rua professor professor ayrton roberto de oliveira,"Itacorubi, Florianópolis - SC",89m²,3,2,2
1167,ref: 446866,R$ 2.500.000,avenida afonso delambert neto,"Lagoa da Conceição, Florianópolis - SC",235m²,3,2,7
1168,ref: 446867,R$ 1.620.000,rua almirante lamego,"Centro, Florianópolis - SC",137m²,2,1,4
1169,ref: 446868,R$ 1.190.000,rua salvatina feliciana dos santos,"Itacorubi, Florianópolis - SC",145m²,2,2,5
1170,ref: 448141,R$ 373.000,rua intendente joão nunes vieira,"Ingleses, Florianópolis - SC",176m²,3,,5
1171,ref: 448148,R$ 799.000,rodovia joão paulo,"João Paulo, Florianópolis - SC",72m²,2,1,3
1172,ref: 448152,R$ 954.973,rodovia joão paulo,"João Paulo, Florianópolis - SC",79m²,2,1,5
1173,ref: 448153,R$ 870.507,rua procópio manoel pires,"Trindade, Florianópolis - SC",106m²,2,1,3
1174,ref: 448155,R$ 950.620,rodovia joão paulo,"João Paulo, Florianópolis - SC",103m²,2,2,5
1175,ref: 448160,R$ 350.000,rua paulina marques dos santos,"Ingleses, Florianópolis - SC",73m²,2,1,2
1176,ref: 448165,R$ 890.000,rodovia joão paulo,"João Paulo, Florianópolis - SC",69m²,2,1,3
1177,ref: 448166,R$ 2.000.000,rua altamiro guimarães,"Centro, Florianópolis - SC",226m²,4,2,4
1178,ref: 448168,R$ 1.700.000,rua rui barbosa,"Agronômica, Florianópolis - SC",204m²,4,2,1
1179,ref: 448169,R$ 4.050.000,rodovia joão paulo,"João Paulo, Florianópolis - SC",234m²,2,3,5
1180,ref: 445056,R$ 2.500.000,estrada haroldo soares glavan,"Cacupé, Florianópolis - SC",157m²,3,3,7
1181,ref: 445060,R$ 2.885.000,estrada haroldo soares glavan,"Cacupé, Florianópolis - SC",172m²,3,2,6
1182,ref: 448173,R$ 1.990.000,travessa felipe godinho e silva,"Agronômica, Florianópolis - SC",124m²,3,2,4
1183,ref: 448177,R$ 2.800.000,rua almirante lamego,"Centro, Florianópolis - SC",141m²,4,2,5
1184,ref: 448182,R$ 9.500.000,avenida jornalista rubens de arruda ramos,"Centro, Florianópolis - SC",340m²,3,4,7
1185,ref: 448186,R$ 880.000,rua leonel pereira,"Cachoeira do bom Jesus, Florianópolis - SC",66m²,2,2,3
1186,ref: 448187,R$ 1.200.000,rodovia joão paulo,"João Paulo, Florianópolis - SC",81m²,3,2,3
1187,ref: 448191,R$ 1.042.441,estrada haroldo soares glavan,"Saco Grande, Florianópolis - SC",94m²,3,1,3
1188,ref: 448197,R$ 1.299.500,rodovia admar gonzaga,"Itacorubi, Florianópolis - SC",96m²,3,2,3
1189,ref: 448198,R$ 780.000,rodovia joão paulo,"João Paulo, Florianópolis - SC",64m²,2,1,5
1190,ref: 448201,R$ 1.280.000,rua júlio vieira,"João Paulo, Florianópolis - SC",92m²,3,2,3
1191,ref: 448202,R$ 3.200.000,avenida jornalista rubens de arruda ramos,"Centro, Florianópolis - SC",225m²,4,2,7
1192,ref: 448211,R$ 680.000,rua recanto do sol,"Ingleses, Florianópolis - SC",105m²,2,1,1
1193,ref: 448022,R$ 1.458.238,rua lauro linhares,"Trindade, Florianópolis - SC",107m²,3,2,5
1194,ref: 446843,R$ 550.000,rua dos tubarões,"Ingleses, Florianópolis - SC",95m²,3,1,3
1195,ref: 446851,R$ 1.550.000,rua antônio gomes,"Canto, Florianópolis - SC",103m²,3,3,3
1196,ref: 446864,R$ 1.180.000,rua professor professor ayrton roberto de oliveira,"Itacorubi, Florianópolis - SC",89m²,3,2,2
1197,ref: 446866,R$ 2.500.000,avenida afonso delambert neto,"Lagoa da Conceição, Florianópolis - SC",235m²,3,2,7
1198,ref: 446867,R$ 1.620.000,rua almirante lamego,"Centro, Florianópolis - SC",137m²,2,1,4
1199,ref: 446868,R$ 1.190.000,rua salvatina feliciana dos santos,"Itacorubi, Florianópolis - SC",145m²,2,2,5
1200,ref: 472678,R$ 1.350.000,rua brisamar,"Ingleses, Florianópolis - SC",105m²,3,1,5
1201,ref: 472681,R$ 450.000,rodovia virgílio várzea,"Canasvieiras, Florianópolis - SC",52m²,2,1,1
1202,ref: 472682,R$ 7.000.000,avenida campeche,"Campeche Norte, Florianópolis - SC",305m²,4,4,4
1203,ref: 472684,R$ 498.000,rua cedro rosa do sul,"Alto Ribeirão Leste, Florianópolis - SC",41m²,1,1,1
1204,ref: 472685,R$ 894.500,rua recanto do sol,"Ingleses, Florianópolis - SC",73m²,2,1,4
1205,ref: 472686,R$ 2.235.000,rua ana luiza vieira,"Lagoa Pequena, Florianópolis - SC",106m²,2,2,4
1206,ref: 472688,R$ 1.390.000,avenida campeche,"Campeche Norte, Florianópolis - SC",103m²,3,2,4
1207,ref: 472690,R$ 1.230.000,rodovia tertuliano brito xavier,"Jurere Leste, Florianópolis - SC",111m²,3,1,7
1208,ref: 472693,R$ 2.200.000,avenida campeche,"Lagoa Pequena, Florianópolis - SC",161m²,2,2,3
1209,ref: 472694,R$ 2.490.000,avenida campeche,"Campeche Norte, Florianópolis - SC",124m²,3,2,7
1210,ref: 472695,R$ 12.000.000,rua jerônimo venâncio das chagas,"Lagoa Pequena, Florianópolis - SC",350m²,5,2,9
1211,ref: 472697,R$ 1.850.000,rua manoel pedro vieira,"Morro das Pedras, Florianópolis - SC",93m²,2,2,3
1212,ref: 474106,R$ 480.000,rua lauro linhares,"Trindade, Florianópolis - SC",84m²,3,1,3
1213,ref: 474133,R$ 1.530.000,rua delminda silveira,"Agronômica, Florianópolis - SC",132m²,4,2,5
1214,ref: 474134,R$ 1.900.000,rua delminda silveira,"Agronômica, Florianópolis - SC",160m²,3,1,4
1215,ref: 474135,R$ 8.000.000,rua frei caneca,"Agronômica, Florianópolis - SC",609m²,4,3,7
1216,ref: 474136,R$ 980.000,rua frei caneca,"Agronômica, Florianópolis - SC",101m²,3,1,4
1217,ref: 474149,R$ 545.000,rua pastor william richard schisler filho,"Itacorubi, Florianópolis - SC",78m²,3,1,1
1218,ref: 474150,R$ 978.000,rodovia admar gonzaga,"Itacorubi, Florianópolis - SC",75m²,2,1,3
1219,ref: 474257,R$ 1.240.000,rua altamiro guimarães,"Centro, Florianópolis - SC",129m²,3,1,4
1220,ref: 474261,R$ 930.000,rua frei caneca,"Agronômica, Florianópolis - SC",63m²,2,1,3
1221,ref: 474263,R$ 1.350.000,rua sidney nocetti,"Agronômica, Florianópolis - SC",73m²,2,2,3
1222,ref: 474280,R$ 860.000,rua ângelo la porta,"Centro, Florianópolis - SC",60m²,2,1,3
1223,ref: 474281,R$ 1.490.000,rua frei caneca,"Agronômica, Florianópolis - SC",73m²,2,2,3
1224,ref: 474289,R$ 2.300.000,avenida cláudio alvim barbosa,"Estreito, Florianópolis - SC",121m²,3,2,5
1225,ref: 474290,R$ 642.000,rua pastor william richard schisler filho,"Itacorubi, Florianópolis - SC",53m²,2,1,1
1226,ref: 474291,R$ 1.206.000,rua pastor william richard schisler filho,"Itacorubi, Florianópolis - SC",129m²,3,2,7
1227,ref: 474292,R$ 265.000,rua santos saraiva,"Capoeiras, Florianópolis - SC",43m²,1,1,1
1228,ref: 474294,R$ 350.000,rua fernando machado,"Centro, Florianópolis - SC",50m²,1,,1
1229,ref: 474296,R$ 699.000,rua josé beiro,"Jardim Atlântico, Florianópolis - SC",109m²,3,1,4
1230,ref: 474297,R$ 6.200.000,avenida trompowsky,"Centro, Florianópolis - SC",514m²,4,3,8
1231,ref: 474298,R$ 530.000,rua ângelo la porta,"Centro, Florianópolis - SC",37m²,1,1,1
1232,ref: 474299,R$ 2.400.000,avenida trompowsky,"Centro, Florianópolis - SC",237m²,4,2,6
1233,ref: 474303,R$ 2.090.000,rua germano wendhausen,"Centro, Florianópolis - SC",95m²,3,2,4
1234,ref: 474305,R$ 875.000,rua júlio vieira,"João Paulo, Florianópolis - SC",76m²,2,1,4
1235,ref: 474306,R$ 550.000,rua maria eduarda,"Pantanal, Florianópolis - SC",31m²,1,1,1
1236,ref: 472591,R$ 630.000,rua do kalifa,"Canasvieiras, Florianópolis - SC",67m²,2,1,3
1237,ref: 472593,R$ 4.200.000,avenida campeche,"Campeche Norte, Florianópolis - SC",191m²,4,4,8
1238,ref: 472596,R$ 700.000,rua deputado paulo preis,"Jurere Leste, Florianópolis - SC",46m²,1,,1
1239,ref: 472598,R$ 2.500.000,rua madre maria vilac,"Cachoeira do bom Jesus, Florianópolis - SC",151m²,4,2,8
1240,ref: 472601,R$ 950.000,rua mario giocondo crocetta,"Ingleses, Florianópolis - SC",107m²,3,3,3
1241,ref: 472602,R$ 810.000,rua antônio josé thomaz da costa,"Lagoa Pequena, Florianópolis - SC",43m²,1,1,3
1242,ref: 472603,R$ 690.000,rua dos eucaliptos,"Canasvieiras, Florianópolis - SC",79m²,2,1,3
1243,ref: 472606,R$ 1.650.000,rua otávio cruz,"Lagoa Pequena, Florianópolis - SC",95m²,2,2,5
1244,ref: 472607,R$ 2.400.000,rua jerônimo venâncio das chagas,"Lagoa Pequena, Florianópolis - SC",161m²,2,1,3
1245,ref: 472608,R$ 880.000,avenida campeche,"Lagoa Pequena, Florianópolis - SC",46m²,1,1,3
1246,ref: 472613,R$ 1.700.000,rua manoel pedro vieira,"Morro das Pedras, Florianópolis - SC",90m²,2,2,3
1247,ref: 472614,R$ 670.000,rua sucupira,"Campeche Sul, Florianópolis - SC",37m²,1,1,1
1248,ref: 472616,R$ 4.980.000,rua manoel pedro vieira,"Morro das Pedras, Florianópolis - SC",260m²,3,2,6
1249,ref: 472625,R$ 1.561.637,rua intendente joão nunes vieira,"Ingleses, Florianópolis - SC",178m²,3,4,7
1250,ref: 468885,R$ 1.690.000,rua madalena barbi,"Centro, Florianópolis - SC",129m²,4,2,4
1251,ref: 469216,R$ 1.730.000,rodovia jornalista maurício sirotsky sobrinho,"Jurerê, Florianópolis - SC",93m²,3,2,3
1252,ref: 469226,R$ 1.350.000,rua ferreira lima,"Centro, Florianópolis - SC",109m²,3,2,4
1253,ref: 466029,R$ 1.190.000,rua itapiranga,"Itacorubi, Florianópolis - SC",92m²,3,1,3
1254,ref: 468067,R$ 954.000,rua são tomáz de aquino,"Trindade, Florianópolis - SC",79m²,2,2,5
1255,ref: 468083,R$ 830.000,rua professor professor odilon fernandes,"Trindade, Florianópolis - SC",81m²,3,1,3
1256,ref: 468088,R$ 2.732.950,rodovia tertuliano brito xavier,"Jurere Leste, Florianópolis - SC",137m²,3,,6
1257,ref: 468092,R$ 2.200.000,rua doutor doutor armínio tavares,"Centro, Florianópolis - SC",51m²,1,2,3
1258,ref: 468095,R$ 850.000,rodovia joão paulo,"João Paulo, Florianópolis - SC",67m²,2,1,3
1259,ref: 468098,R$ 1.550.000,rua desembargador arno hoeschl,"Centro, Florianópolis - SC",98m²,2,1,5
1260,ref: 468099,R$ 1.500.000,rodovia joão paulo,"João Paulo, Florianópolis - SC",124m²,3,2,3
1261,ref: 467892,R$ 2.700.000,rua bocaiúva,"Centro, Florianópolis - SC",236m²,3,2,5
1262,ref: 467913,R$ 750.000,rua dos ilhéus,"Centro, Florianópolis - SC",74m²,2,,2
1263,ref: 467914,R$ 1.200.000,rua joão pio duarte silva,"Córrego Grande, Florianópolis - SC",96m²,2,2,5
1264,ref: 474706,R$ 2.200.000,rua das algas,"Jurere Leste, Florianópolis - SC",159m²,4,1,8
1265,ref: 468868,R$ 425.000,rua lauro linhares,"Trindade, Florianópolis - SC",66m²,2,,2
1266,ref: 448418,R$ 1.490.000,avenida das raias,"Jurere Oeste, Florianópolis - SC",100m²,3,1,2
1267,ref: 450768,R$ 745.000,rua madre maria vilac,"Canasvieiras, Florianópolis - SC",70m²,2,1,3
1268,ref: 449057,R$ 1.325.000,rodovia joão paulo,"João Paulo, Florianópolis - SC",76m²,2,2,4
1269,ref: 447187,R$ 1.699.900,avenida tom traugott wildi,"Praia Brava, Florianópolis - SC",90m²,4,1,5
1270,ref: 447196,R$ 2.400.000,rodovia tertuliano brito xavier,"Jurere Leste, Florianópolis - SC",142m²,3,3,5
1271,ref: 447198,R$ 2.350.000,rua das algas,"Jurere Leste, Florianópolis - SC",111m²,2,3,5
1272,ref: 447205,R$ 560.000,rua silva jardim,"Centro, Florianópolis - SC",79m²,3,1,3
1273,ref: 447206,R$ 1.890.000,rodovia joão paulo,"João Paulo, Florianópolis - SC",134m²,3,2,7
1274,ref: 447218,R$ 3.300.000,rua das corticeiras,"Campeche Leste, Florianópolis - SC",171m²,3,3,3
1275,ref: 447227,R$ 1.270.000,travessa do motorista,"Coloninha, Florianópolis - SC",101m²,3,2,4
1276,ref: 447228,R$ 620.000*,rua pedro cunha,"Coloninha, Florianópolis - SC",66m²,2,1,3
1277,ref: 447236,R$ 1.090.000,rua jornalista manoel menezes,"Itacorubi, Florianópolis - SC",101m²,3,2,3
1278,ref: 447242,R$ 620.000,rua timbaúba do ribeirão,"Alto Ribeirão Leste, Florianópolis - SC",59m²,2,1,3
1279,ref: 447248,R$ 2.800.000,avenida buriti,"Itacorubi, Florianópolis - SC",237m²,3,2,7
1280,ref: 447250,R$ 585.000,rua pastor william richard schisler filho,"Itacorubi, Florianópolis - SC",73m²,3,1,1
1281,ref: 447253,R$ 640.000,rua quilombo,"Itacorubi, Florianópolis - SC",68m²,2,1,3
1282,ref: 447263,R$ 1.990.000,rua joão carvalho,"Agronômica, Florianópolis - SC",135m²,3,3,6
1283,ref: 447276,R$ 3.500.000,rua júlio vieira,"João Paulo, Florianópolis - SC",174m²,3,3,3
1284,ref: 447280,R$ 2.950.000,rua jornalista narbal villela,"João Paulo, Florianópolis - SC",188m²,3,3,8
1285,ref: 447281,R$ 1.870.001,rodovia joão paulo,"João Paulo, Florianópolis - SC",95m²,2,1,5
1286,ref: 447288,R$ 1.200.000,avenida mauro ramos,"Centro, Florianópolis - SC",108m²,3,2,4
1287,ref: 447293,R$ 1.070.000,rua desembargador arno hoeschl,"Centro, Florianópolis - SC",48m²,1,1,1
1288,ref: 447297,R$ 1.580.000,rua são francisco,"Centro, Florianópolis - SC",184m²,4,2,7
1289,ref: 447308,R$ 1.527.000,rua almirante lamego,"Centro, Florianópolis - SC",123m²,3,1,5
1290,ref: 468099,R$ 1.500.000,rodovia joão paulo,"João Paulo, Florianópolis - SC",124m²,3,2,3
1291,ref: 467892,R$ 2.700.000,rua bocaiúva,"Centro, Florianópolis - SC",236m²,3,2,5
1292,ref: 467913,R$ 750.000,rua dos ilhéus,"Centro, Florianópolis - SC",74m²,2,,2
1293,ref: 467914,R$ 1.200.000,rua joão pio duarte silva,"Córrego Grande, Florianópolis - SC",96m²,2,2,5
1294,ref: 474706,R$ 2.200.000,rua das algas,"Jurere Leste, Florianópolis - SC",159m²,4,1,8
1295,ref: 468868,R$ 425.000,rua lauro linhares,"Trindade, Florianópolis - SC",66m²,2,,2
1296,ref: 448418,R$ 1.490.000,avenida das raias,"Jurere Oeste, Florianópolis - SC",100m²,3,1,2
1297,ref: 450768,R$ 745.000,rua madre maria vilac,"Canasvieiras, Florianópolis - SC",70m²,2,1,3
1298,ref: 449057,R$ 1.325.000,rodovia joão paulo,"João Paulo, Florianópolis - SC",76m²,2,2,4
1299,ref: 447187,R$ 1.699.900,avenida tom traugott wildi,"Praia Brava, Florianópolis - SC",90m²,4,1,5
1300,ref: 447196,R$ 2.400.000,rodovia tertuliano brito xavier,"Jurere Leste, Florianópolis - SC",142m²,3,3,5
1301,ref: 447198,R$ 2.350.000,rua das algas,"Jurere Leste, Florianópolis - SC",111m²,2,3,5
1302,ref: 447205,R$ 560.000,rua silva jardim,"Centro, Florianópolis - SC",79m²,3,1,3
1303,ref: 447206,R$ 1.890.000,rodovia joão paulo,"João Paulo, Florianópolis - SC",134m²,3,2,7
1304,ref: 447218,R$ 3.300.000,rua das corticeiras,"Campeche Leste, Florianópolis - SC",171m²,3,3,3
1305,ref: 447227,R$ 1.270.000,travessa do motorista,"Coloninha, Florianópolis - SC",101m²,3,2,4
1306,ref: 447228,R$ 620.000*,rua pedro cunha,"Coloninha, Florianópolis - SC",66m²,2,1,3
1307,ref: 447236,R$ 1.090.000,rua jornalista manoel menezes,"Itacorubi, Florianópolis - SC",101m²,3,2,3
1308,ref: 447242,R$ 620.000,rua timbaúba do ribeirão,"Alto Ribeirão Leste, Florianópolis - SC",59m²,2,1,3
1309,ref: 447248,R$ 2.800.000,avenida buriti,"Itacorubi, Florianópolis - SC",237m²,3,2,7
1310,ref: 447250,R$ 585.000,rua pastor william richard schisler filho,"Itacorubi, Florianópolis - SC",73m²,3,1,1
1311,ref: 447253,R$ 640.000,rua quilombo,"Itacorubi, Florianópolis - SC",68m²,2,1,3
1312,ref: 447263,R$ 1.990.000,rua joão carvalho,"Agronômica, Florianópolis - SC",135m²,3,3,6
1313,ref: 447276,R$ 3.500.000,rua júlio vieira,"João Paulo, Florianópolis - SC",174m²,3,3,3
1314,ref: 447280,R$ 2.950.000,rua jornalista narbal villela,"João Paulo, Florianópolis - SC",188m²,3,3,8
1315,ref: 447281,R$ 1.870.001,rodovia joão paulo,"João Paulo, Florianópolis - SC",95m²,2,1,5
1316,ref: 447288,R$ 1.200.000,avenida mauro ramos,"Centro, Florianópolis - SC",108m²,3,2,4
1317,ref: 447293,R$ 1.070.000,rua desembargador arno hoeschl,"Centro, Florianópolis - SC",48m²,1,1,1
1318,ref: 447297,R$ 1.580.000,rua são francisco,"Centro, Florianópolis - SC",184m²,4,2,7
1319,ref: 447308,R$ 1.527.000,rua almirante lamego,"Centro, Florianópolis - SC",123m²,3,1,5
1320,ref: 468099,R$ 1.500.000,rodovia joão paulo,"João Paulo, Florianópolis - SC",124m²,3,2,3
1321,ref: 467892,R$ 2.700.000,rua bocaiúva,"Centro, Florianópolis - SC",236m²,3,2,5
1322,ref: 467913,R$ 750.000,rua dos ilhéus,"Centro, Florianópolis - SC",74m²,2,,2
1323,ref: 467914,R$ 1.200.000,rua joão pio duarte silva,"Córrego Grande, Florianópolis - SC",96m²,2,2,5
1324,ref: 474706,R$ 2.200.000,rua das algas,"Jurere Leste, Florianópolis - SC",159m²,4,1,8
1325,ref: 468868,R$ 425.000,rua lauro linhares,"Trindade, Florianópolis - SC",66m²,2,,2
1326,ref: 448418,R$ 1.490.000,avenida das raias,"Jurere Oeste, Florianópolis - SC",100m²,3,1,2
1327,ref: 450768,R$ 745.000,rua madre maria vilac,"Canasvieiras, Florianópolis - SC",70m²,2,1,3
1328,ref: 449057,R$ 1.325.000,rodovia joão paulo,"João Paulo, Florianópolis - SC",76m²,2,2,4
1329,ref: 447187,R$ 1.699.900,avenida tom traugott wildi,"Praia Brava, Florianópolis - SC",90m²,4,1,5
1330,ref: 447196,R$ 2.400.000,rodovia tertuliano brito xavier,"Jurere Leste, Florianópolis - SC",142m²,3,3,5
1331,ref: 447198,R$ 2.350.000,rua das algas,"Jurere Leste, Florianópolis - SC",111m²,2,3,5
1332,ref: 447205,R$ 560.000,rua silva jardim,"Centro, Florianópolis - SC",79m²,3,1,3
1333,ref: 447206,R$ 1.890.000,rodovia joão paulo,"João Paulo, Florianópolis - SC",134m²,3,2,7
1334,ref: 447218,R$ 3.300.000,rua das corticeiras,"Campeche Leste, Florianópolis - SC",171m²,3,3,3
1335,ref: 447227,R$ 1.270.000,travessa do motorista,"Coloninha, Florianópolis - SC",101m²,3,2,4
1336,ref: 447228,R$ 620.000*,rua pedro cunha,"Coloninha, Florianópolis - SC",66m²,2,1,3
1337,ref: 447236,R$ 1.090.000,rua jornalista manoel menezes,"Itacorubi, Florianópolis - SC",101m²,3,2,3
1338,ref: 447242,R$ 620.000,rua timbaúba do ribeirão,"Alto Ribeirão Leste, Florianópolis - SC",59m²,2,1,3
1339,ref: 447248,R$ 2.800.000,avenida buriti,"Itacorubi, Florianópolis - SC",237m²,3,2,7
1340,ref: 447250,R$ 585.000,rua pastor william richard schisler filho,"Itacorubi, Florianópolis - SC",73m²,3,1,1
1341,ref: 447253,R$ 640.000,rua quilombo,"Itacorubi, Florianópolis - SC",68m²,2,1,3
1342,ref: 447263,R$ 1.990.000,rua joão carvalho,"Agronômica, Florianópolis - SC",135m²,3,3,6
1343,ref: 447276,R$ 3.500.000,rua júlio vieira,"João Paulo, Florianópolis - SC",174m²,3,3,3
1344,ref: 447280,R$ 2.950.000,rua jornalista narbal villela,"João Paulo, Florianópolis - SC",188m²,3,3,8
1345,ref: 447281,R$ 1.870.001,rodovia joão paulo,"João Paulo, Florianópolis - SC",95m²,2,1,5
1346,ref: 447288,R$ 1.200.000,avenida mauro ramos,"Centro, Florianópolis - SC",108m²,3,2,4
1347,ref: 447293,R$ 1.070.000,rua desembargador arno hoeschl,"Centro, Florianópolis - SC",48m²,1,1,1
1348,ref: 447297,R$ 1.580.000,rua são francisco,"Centro, Florianópolis - SC",184m²,4,2,7
1349,ref: 447308,R$ 1.527.000,rua almirante lamego,"Centro, Florianópolis - SC",123m²,3,1,5
1350,ref: 474082,R$ 1.700.000,estrada haroldo soares glavan,"Cacupé, Florianópolis - SC",169m²,4,2,8
1351,ref: 474083,R$ 1.247.200,rua araci vaz callado,"Coloninha, Florianópolis - SC",112m²,2,2,3
1352,ref: 474084,R$ 450.000,rua capitão euclides de castro,"Coqueiros, Florianópolis - SC",90m²,3,1,3
1353,ref: 474085,R$ 410.000,rua professor professor bayer filho,"Coqueiros, Florianópolis - SC",100m²,3,1,2
1354,ref: 474086,R$ 590.000,rua pascoal simone,"Coqueiros, Florianópolis - SC",51m²,1,1,3
1355,ref: 474087,R$ 2.100.000,rua almirante alvim,"Centro, Florianópolis - SC",211m²,4,2,5
1356,ref: 474088,R$ 1.200.000,avenida professor othon gama d'eça,"Centro, Florianópolis - SC",136m²,3,1,4
1357,ref: 474089,R$ 300.000,rua josé jacques,"Centro, Florianópolis - SC",39m²,1,,1
1358,ref: 474090,R$ 365.000,rua francisco tolentino,"Centro, Florianópolis - SC",48m²,1,,1
1359,ref: 474091,R$ 1.200.000,rua cristóvão nunes pires,"Centro, Florianópolis - SC",83m²,3,1,3
1360,ref: 474092,R$ 1.680.000,rua são francisco,"Centro, Florianópolis - SC",185m²,4,2,7
1361,ref: 474093,R$ 1.089.000,rua pirineus,"Córrego Grande, Florianópolis - SC",74m²,2,2,3
1362,ref: 474095,R$ 810.000,rodovia amaro antônio vieira,"Itacorubi, Florianópolis - SC",93m²,3,2,3
1363,ref: 474097,R$ 770.000,rua josé beiro,"Jardim Atlântico, Florianópolis - SC",76m²,2,2,3
1364,ref: 474098,R$ 890.000,rua patrício farias,"Itacorubi, Florianópolis - SC",58m²,2,1,3
1365,ref: 475641,R$ 3.300.000,avenida dos dourados,"Jurere Leste, Florianópolis - SC",198m²,3,3,6
1366,ref: 475667,R$ 1.809.000,rua frei caneca,"Agronômica, Florianópolis - SC",154m²,4,2,4
1367,ref: 475701,R$ 1.750.000,rua das algas,"Jurere Leste, Florianópolis - SC",109m²,3,2,3
1368,ref: 475523,R$ 1.100.000,avenida dos búzios,"Jurere Leste, Florianópolis - SC",77m²,2,1,3
1369,ref: 475567,R$ 650.000,rua general eurico gaspar dutra,"Estreito, Florianópolis - SC",119m²,3,1,4
1370,ref: 475615,R$ 1.800.000,rua salvatina feliciana dos santos,"Itacorubi, Florianópolis - SC",109m²,4,2,3
1371,ref: 475616,R$ 1.400.000,rua professor professor manoel do lago almeida,"Jurere Leste, Florianópolis - SC",98m²,3,1,4
1372,ref: 475618,R$ 3.300.000,rua deputado paulo preis,"Jurere Leste, Florianópolis - SC",107m²,3,1,6
1373,ref: 475619,R$ 850.000,rua das piraúnas,"Jurere Leste, Florianópolis - SC",49m²,1,1,1
1374,ref: 475620,R$ 890.000,rua das moreias,"Jurere Leste, Florianópolis - SC",80m²,2,1,3
1375,ref: 475624,R$ 2.500.000,rodovia jornalista maurício sirotsky sobrinho,"Jurere Leste, Florianópolis - SC",129m²,3,2,6
1376,ref: 472567,R$ 1.800.000,avenida pequeno príncipe,"Campeche Leste, Florianópolis - SC",116m²,3,3,3
1377,ref: 472568,R$ 977.000,rua recanto do sol,"Ingleses, Florianópolis - SC",77m²,2,2,5
1378,ref: 472570,R$ 1.987.290,estrada dom joão becker,"Ingleses, Florianópolis - SC",147m²,2,2,4
1379,ref: 472571,R$ 1.590.000,rua brisamar,"Ingleses, Florianópolis - SC",110m²,2,1,5
1380,ref: 472572,R$ 1.150.000,rua luiz elias daux,"Ingleses, Florianópolis - SC",205m²,3,2,3
