,reference,preco,endereco,localizacao,metragem,quartos,garagens,banheiro
3642,ref: 325052,R$ 372.500,rua jeronimo coelho,"Centro Historico, Porto Alegre - RS",54m²,2.0,,1.0
3643,ref: 347864,R$ 400.000,rua riachuelo,"Centro Historico, Porto Alegre - RS",100m²,2.0,,2.0
3644,ref: 20443,R$ 399.000*,rua andradas,"Centro Historico, Porto Alegre - RS",76m²,2.0,,1.0
3645,ref: 111663,R$ 296.800,rua sao francisco,"Santana, Porto Alegre - RS",76m²,2.0,1.0,1.0
3646,ref: 58242,R$ 299.000,rua sao mateus,"Petropolis, Porto Alegre - RS",59m²,2.0,,1.0
3647,ref: 461902,R$ 450.000,rua peri machado,"Menino Deus, Porto Alegre - RS",84m²,3.0,1.0,2.0
3648,ref: 444189,R$ 450.000,avenida ganzo,"Menino Deus, Porto Alegre - RS",80m²,3.0,,1.0
3649,ref: 418808,R$ 771.000,rua itaborai,"Jardim Botanico, Porto Alegre - RS",72m²,2.0,2.0,3.0
3650,ref: 384918,R$ 769.153,rua chile,"Jardim Botanico, Porto Alegre - RS",62m²,2.0,1.0,2.0
3651,ref: 384919,R$ 769.153,rua chile,"Jardim Botanico, Porto Alegre - RS",62m²,2.0,1.0,1.0
3652,ref: 422006,R$ 405.000,avenida alberto bins,"Centro Historico, Porto Alegre - RS",69m²,2.0,1.0,1.0
3653,ref: 422675,R$ 275.000,rua goncalves dias,"Menino Deus, Porto Alegre - RS",68m²,2.0,,2.0
3654,ref: 363632,R$ 499.000,avenida cristovao colombo,"Higienopolis, Porto Alegre - RS",69m²,2.0,1.0,2.0
3655,ref: 358574,R$ 2.580.290,avenida guapore,"Petropolis, Porto Alegre - RS",131m²,3.0,3.0,6.0
3656,ref: 358577,R$ 2.580.289,avenida guapore,"Petropolis, Porto Alegre - RS",131m²,3.0,3.0,6.0
3657,ref: 224660,R$ 450.000,avenida getulio vargas,"Menino Deus, Porto Alegre - RS",89m²,3.0,1.0,1.0
3658,ref: 307194,R$ 1.870.000,rua goncalves dias,"Menino Deus, Porto Alegre - RS",148m²,3.0,2.0,4.0
3659,ref: 333635,R$ 661.766,rua olavo bilac,"Bom Fim, Porto Alegre - RS",59m²,2.0,2.0,2.0
3660,ref: 331736,R$ 275.000,avenida padre cacique,"Menino Deus, Porto Alegre - RS",62m²,2.0,,1.0
3661,ref: 313245,R$ 670.000,rua santana,"Santana, Porto Alegre - RS",58m²,2.0,1.0,2.0
3662,ref: 34709,R$ 680.000,rua jose scutari,"Boa Vista, Porto Alegre - RS",72m²,3.0,2.0,2.0
3663,ref: 155711,R$ 275.000,rua eurico lara,"Menino Deus, Porto Alegre - RS",53m²,2.0,,1.0
3664,ref: 453989,R$ 449.000,avenida getulio vargas,"Menino Deus, Porto Alegre - RS",108m²,3.0,,2.0
3665,ref: 452033,R$ 690.000,rua tomaz gonzaga,"Boa Vista, Porto Alegre - RS",93m²,3.0,1.0,2.0
3666,ref: 391554,R$ 409.000,rua jeronimo coelho,"Centro Historico, Porto Alegre - RS",89m²,2.0,,1.0
3667,ref: 416058,R$ 298.000,avenida ijui,"Petropolis, Porto Alegre - RS",74m²,2.0,1.0,1.0
3668,ref: 384325,R$ 784.114,rua chile,"Jardim Botanico, Porto Alegre - RS",62m²,2.0,1.0,1.0
3669,ref: 384915,R$ 784.114,rua chile,"Jardim Botanico, Porto Alegre - RS",62m²,2.0,1.0,1.0
3670,ref: 358572,R$ 2.650.000,avenida guapore,"Petropolis, Porto Alegre - RS",131m²,3.0,3.0,6.0
3671,ref: 329751,R$ 679.000,rua laurindo,"Santana, Porto Alegre - RS",58m²,2.0,2.0,2.0
3672,ref: 289306,R$ 1.512.000,rua barao do triunfo,"Menino Deus, Porto Alegre - RS",63m²,2.0,1.0,2.0
3673,ref: 292120,R$ 298.000,rua coronel corte real,"Petropolis, Porto Alegre - RS",81m²,2.0,,1.0
3674,ref: 467139,R$ 360.000,rua coronel fernando machado,"Centro Historico, Porto Alegre - RS",56m²,2.0,,1.0
3675,ref: 459244,R$ 2.689.608,avenida soledade,"Petropolis, Porto Alegre - RS",171m²,3.0,3.0,8.0
3676,ref: 446064,R$ 360.000,rua liberdade,"Bom Fim, Porto Alegre - RS",90m²,3.0,,1.0
3677,ref: 443637,R$ 2.658.913,avenida guapore,"Petropolis, Porto Alegre - RS",133m²,3.0,2.0,3.0
3678,ref: 458103,R$ 2.698.000,avenida soledade,"Petropolis, Porto Alegre - RS",160m²,3.0,2.0,4.0
3679,ref: 457358,R$ 360.000,rua vasco da gama,"Bom Fim, Porto Alegre - RS",78m²,3.0,,1.0
3680,ref: 390643,R$ 510.000,rua luzitana,"Higienopolis, Porto Alegre - RS",84m²,2.0,1.0,3.0
3681,ref: 400465,R$ 795.000,rua la plata,"Jardim Botanico, Porto Alegre - RS",100m²,2.0,2.0,2.0
3682,ref: 385038,R$ 1.928.848,rua silveiro,"Menino Deus, Porto Alegre - RS",172m²,3.0,2.0,4.0
3683,ref: 385615,R$ 350.000,rua portugal,"Higienopolis, Porto Alegre - RS",79m²,2.0,,2.0
3684,ref: 439323,R$ 300.000,rua la plata,"Jardim Botanico, Porto Alegre - RS",69m²,2.0,,2.0
3685,ref: 428779,R$ 410.000,rua duque de caxias,"Centro Historico, Porto Alegre - RS",72m²,2.0,,2.0
3686,ref: 370003,R$ 1.552.000,rua barao de teffe,"Menino Deus, Porto Alegre - RS",123m²,2.0,1.0,2.0
3687,ref: 364440,R$ 1.551.333,rua saldanha marinho,"Menino Deus, Porto Alegre - RS",127m²,2.0,1.0,2.0
3688,ref: 362490,R$ 299.000,rua doutor salvador franca,"Jardim Botanico, Porto Alegre - RS",68m²,2.0,1.0,1.0
3689,ref: 250014,R$ 360.000,rua marechal floriano peixoto,"Centro Historico, Porto Alegre - RS",102m²,2.0,,1.0
3690,ref: 307371,R$ 350.000,travessa sao jaco,"Higienopolis, Porto Alegre - RS",64m²,2.0,1.0,2.0
3691,ref: 337621,R$ 360.000,avenida desembargador andre da rocha,"Centro Historico, Porto Alegre - RS",77m²,2.0,,1.0
3692,ref: 346116,R$ 213.750,rua professor alvaro alvim,"Rio Branco, Porto Alegre - RS",60m²,2.0,1.0,1.0
3693,ref: 347631,R$ 1.070.752,rua casemiro de abreu,"Bom Fim, Porto Alegre - RS",99m²,3.0,2.0,2.0
3694,ref: 286418,R$ 699.000,avenida plinio brasil milano,"Boa Vista, Porto Alegre - RS",170m²,3.0,2.0,2.0
3695,ref: 292140,R$ 2.700.000,avenida bage,"Petropolis, Porto Alegre - RS",252m²,3.0,3.0,5.0
3696,ref: 41729,R$ 540.000,rua atanasio belmonte,"Boa Vista, Porto Alegre - RS",84m²,3.0,1.0,2.0
3697,ref: 11780,R$ 361.000,rua general camara,"Centro Historico, Porto Alegre - RS",73m²,2.0,,1.0
3698,ref: 121640,R$ 361.000,rua coronel vicente,"Centro Historico, Porto Alegre - RS",69m²,2.0,,1.0
3699,ref: 146670,R$ 325.000,rua vasco da gama,"Bom Fim, Porto Alegre - RS",56m²,2.0,,1.0
3700,ref: 119452,R$ 350.000,travessa sao jaco,"Higienopolis, Porto Alegre - RS",62m²,2.0,1.0,1.0
3701,ref: 190283,R$ 2.660.000,avenida lageado,"Petropolis, Porto Alegre - RS",171m²,3.0,4.0,8.0
3702,ref: 175071,R$ 680.000,rua veador porto,"Santana, Porto Alegre - RS",69m²,2.0,2.0,2.0
3703,ref: 463527,R$ 290.000,rua monsenhor veras,"Santana, Porto Alegre - RS",71m²,2.0,1.0,1.0
3704,ref: 417857,R$ 359.000,rua coronel vicente,"centro historico, Porto Alegre - RS",85m²,2.0,1.0,1.0
3705,ref: 417858,R$ 359.000,rua coronel vicente,"Centro Historico, Porto Alegre - RS",85m²,2.0,1.0,1.0
3706,ref: 394183,R$ 445.000,rua barao de teffe,"Menino Deus, Porto Alegre - RS",101m²,3.0,1.0,2.0
3707,ref: 416817,R$ 349.000,rua americo vespucio,"Higienopolis, Porto Alegre - RS",82m²,2.0,1.0,1.0
3708,ref: 417097,R$ 289.000,avenida princesa isabel,"Santana, Porto Alegre - RS",60m²,2.0,,1.0
3709,ref: 384319,R$ 799.075,rua chile,"Jardim Botanico, Porto Alegre - RS",62m²,2.0,1.0,2.0
3710,ref: 384320,R$ 799.075,rua chile,"Jardim Botanico, Porto Alegre - RS",62m²,2.0,1.0,2.0
3711,ref: 439473,R$ 690.000,rua veador porto,"Santana, Porto Alegre - RS",75m²,2.0,2.0,2.0
3712,ref: 370012,R$ 1.571.000,rua barao de teffe,"Menino Deus, Porto Alegre - RS",130m²,2.0,1.0,2.0
3713,ref: 375461,R$ 290.000,rua veador porto,"Santana, Porto Alegre - RS",62m²,2.0,1.0,1.0
3714,ref: 231512,R$ 290.000,avenida princesa isabel,"Santana, Porto Alegre - RS",87m²,2.0,,1.0
3715,ref: 232876,R$ 1.990.000,rua dona augusta,"Menino Deus, Porto Alegre - RS",177m²,3.0,3.0,4.0
3716,ref: 330427,R$ 1.990.000,rua barao do guaiba,"Menino Deus, Porto Alegre - RS",177m²,3.0,3.0,4.0
3717,ref: 333645,R$ 687.947,rua olavo bilac,"Bom Fim, Porto Alegre - RS",59m²,2.0,1.0,2.0
3718,ref: 270108,R$ 520.000,travessa jaguarao,"Higienopolis, Porto Alegre - RS",65m²,2.0,2.0,2.0
3719,ref: 159565,R$ 710.000,rua furriel luiz antonio vargas,"Bela Vista, Porto Alegre - RS",87m²,3.0,2.0,2.0
3750,ref: 212163,R$ 430.000,rua tiradentes,"Moinhos de Vento, Porto Alegre - RS",119m²,2.0,,2.0
3751,ref: 168703,R$ 418.000,rua doutor eduardo chartier,"Passo da Areia, Porto Alegre - RS",88m²,3.0,1.0,1.0
3752,ref: 178767,R$ 280.000,avenida assis brasil,"Passo da Areia, Porto Alegre - RS",71m²,2.0,,1.0
3753,ref: 472312,R$ 349.900,rua demetrio ribeiro,"Centro Historico, Porto Alegre - RS",57m²,2.0,,2.0
3754,ref: 471343,R$ 270.000,rua dezessete de junho,"Menino Deus, Porto Alegre - RS",56m²,2.0,,1.0
3755,ref: 468722,R$ 220.000,rua dona eugenia,"Petropolis, Porto Alegre - RS",44m²,1.0,,2.0
3756,ref: 465905,R$ 350.000,rua coronel fernando machado,"Centro Historico, Porto Alegre - RS",56m²,2.0,,1.0
3757,ref: 446203,R$ 530.000,rua luzitana,"Higienopolis, Porto Alegre - RS",63m²,2.0,2.0,1.0
3758,ref: 418175,R$ 270.000,avenida bastian,"Menino Deus, Porto Alegre - RS",66m²,2.0,,1.0
3759,ref: 391930,R$ 350.000,rua jeronimo coelho,"Centro Historico, Porto Alegre - RS",49m²,2.0,,1.0
3760,ref: 415022,R$ 350.000,rua coronel fernando machado,"Centro Historico, Porto Alegre - RS",72m²,2.0,,1.0
3761,ref: 387241,R$ 456.000,rua sao manoel,"Rio Branco, Porto Alegre - RS",92m²,2.0,1.0,2.0
3762,ref: 387267,R$ 350.000,rua general andrade neves,"Centro Historico, Porto Alegre - RS",81m²,2.0,,2.0
3763,ref: 432131,R$ 270.000,avenida getulio vargas,"Menino Deus, Porto Alegre - RS",58m²,2.0,1.0,1.0
3764,ref: 372231,R$ 350.000,avenida senador salgado filho,"Centro Historico, Porto Alegre - RS",78m²,2.0,,1.0
3765,ref: 376505,R$ 425.500,avenida loureiro da silva,"Centro Historico, Porto Alegre - RS",52m²,2.0,1.0,2.0
3766,ref: 368814,R$ 350.000,rua general lima e silva,"Centro Historico, Porto Alegre - RS",73m²,2.0,1.0,2.0
3767,ref: 369783,R$ 823.424,rua chile,"Jardim Botanico, Porto Alegre - RS",76m²,2.0,1.0,3.0
3768,ref: 356213,R$ 350.000,avenida joao pessoa,"Centro Historico, Porto Alegre - RS",59m²,2.0,,1.0
3769,ref: 239862,R$ 700.000,avenida coronel lucas de oliveira,"Bela Vista, Porto Alegre - RS",115m²,3.0,1.0,3.0
3770,ref: 218037,R$ 270.000,rua dezessete de junho,"Menino Deus, Porto Alegre - RS",56m²,2.0,1.0,1.0
3771,ref: 299535,R$ 350.000,avenida senador salgado filho,"Centro Historico, Porto Alegre - RS",111m²,2.0,1.0,1.0
3772,ref: 327793,R$ 452.151,rua professor duplan,"Rio Branco, Porto Alegre - RS",47m²,2.0,1.0,1.0
3773,ref: 328869,R$ 700.000,avenida coronel lucas de oliveira,"Bela Vista, Porto Alegre - RS",123m²,3.0,1.0,2.0
3774,ref: 262862,R$ 2.279.000,rua santo inacio,"Moinhos de Vento, Porto Alegre - RS",85m²,2.0,1.0,2.0
3775,ref: 291948,R$ 699.000,avenida coronel lucas de oliveira,"Bela Vista, Porto Alegre - RS",109m²,3.0,1.0,2.0
3776,ref: 292061,R$ 350.000,avenida senador salgado filho,"Centro Historico, Porto Alegre - RS",52m²,2.0,,1.0
3777,ref: 14151,R$ 425.000,av duque de caxias,"Centro Historico, Porto Alegre - RS",64m²,2.0,1.0,1.0
3778,ref: 43220,R$ 425.000,rua demetrio ribeiro,"Centro Historico, Porto Alegre - RS",59m²,2.0,1.0,1.0
3779,ref: 37412,R$ 424.000,avenida joao pessoa,"Centro Historico, Porto Alegre - RS",83m²,2.0,1.0,1.0
3780,ref: 150658,R$ 349.990,rua duque de caxias,"Centro Historico, Porto Alegre - RS",60m²,2.0,,1.0
3781,ref: 137896,R$ 427.000,avenida senador salgado filho,"Centro Historico, Porto Alegre - RS",137m²,2.0,,1.0
3782,ref: 104428,R$ 350.000,rua general camara,"Centro Historico, Porto Alegre - RS",74m²,2.0,,1.0
3783,ref: 150012,R$ 700.000,rua passo da patria,"Bela Vista, Porto Alegre - RS",107m²,3.0,1.0,2.0
3784,ref: 157360,R$ 270.000,avenida ipiranga,"Menino Deus, Porto Alegre - RS",69m²,2.0,,2.0
3785,ref: 123685,R$ 425.000,rua vitor meireles,"Rio Branco, Porto Alegre - RS",77m²,2.0,1.0,1.0
3786,ref: 57652,R$ 220.000,avenida coronel lucas de oliveira,"Petropolis, Porto Alegre - RS",40m²,1.0,,2.0
3787,ref: 91262,R$ 270.000,avenida erico verissimo,"Menino Deus, Porto Alegre - RS",60m²,2.0,,2.0
3788,ref: 471460,R$ 349.000,rua coronel genuino,"Centro Historico, Porto Alegre - RS",76m²,2.0,,2.0
3789,ref: 470638,R$ 349.000,avenida borges de medeiros,"Centro Historico, Porto Alegre - RS",83m²,2.0,,1.0
3790,ref: 468586,R$ 695.000,rua barao de uba,"Bela Vista, Porto Alegre - RS",96m²,3.0,2.0,2.0
3791,ref: 411858,R$ 460.000,rua sao vicente,"Rio Branco, Porto Alegre - RS",107m²,2.0,1.0,1.0
3792,ref: 304877,R$ 269.000,avenida getulio vargas,"Menino Deus, Porto Alegre - RS",66m²,2.0,,1.0
3793,ref: 324470,R$ 2.918.427,avenida soledade,"Petropolis, Porto Alegre - RS",160m²,3.0,2.0,4.0
3794,ref: 44077,R$ 420.000,rua dona laura,"Rio Branco, Porto Alegre - RS",79m²,2.0,1.0,3.0
3795,ref: 204473,R$ 340.000,rua felicissimo de azevedo,"Higienopolis, Porto Alegre - RS",57m²,2.0,1.0,1.0
3796,ref: 115241,R$ 2.200.000,rua carlos contursi,"Jardim Europa, Porto Alegre - RS",93m²,3.0,2.0,2.0
3797,ref: 116793,R$ 269.000,rua general caldwell,"Menino Deus, Porto Alegre - RS",69m²,2.0,,2.0
3798,ref: 107841,R$ 349.000,rua general vitorino,"Centro Historico, Porto Alegre - RS",69m²,2.0,,1.0
3799,ref: 195780,R$ 415.000,rua barao de tramandai,"Passo da Areia, Porto Alegre - RS",110m²,3.0,5.0,1.0
3800,ref: 68197,R$ 269.000,avenida coronel gastao haslocher mazeron,"Menino Deus, Porto Alegre - RS",73m²,2.0,,1.0
3801,ref: 77965,R$ 285.000,rua sao manoel,"Santana, Porto Alegre - RS",59m²,2.0,1.0,1.0
3802,ref: 460113,R$ 2.980.000,avenida soledade,"Petropolis, Porto Alegre - RS",160m²,3.0,2.0,6.0
3803,ref: 443619,R$ 2.947.395,avenida guapore,"Petropolis, Porto Alegre - RS",161m²,3.0,2.0,4.0
3804,ref: 452053,R$ 1.526.000,avenida joao wallig,"Passo da Areia, Porto Alegre - RS",107m²,3.0,2.0,4.0
3805,ref: 413233,R$ 284.000,rua laurindo,"Santana, Porto Alegre - RS",85m²,2.0,,1.0
3806,ref: 365023,R$ 277.000,rua sape,"Passo da Areia, Porto Alegre - RS",65m²,2.0,,1.0
3807,ref: 357735,R$ 2.946.040,rua faria santos,"Petropolis, Porto Alegre - RS",201m²,3.0,3.0,6.0
3808,ref: 326202,R$ 426.000,rua quintino bocaiuva,"Moinhos de Vento, Porto Alegre - RS",67m²,2.0,2.0,1.0
3809,ref: 459048,R$ 2.250.000,rua doutor dario de bittencourt,"Jardim Europa, Porto Alegre - RS",130m²,3.0,3.0,4.0
3810,ref: 419253,R$ 3.020.863,avenida soledade,"Petropolis, Porto Alegre - RS",170m²,3.0,3.0,4.0
3811,ref: 438754,R$ 725.000,rua henrique dias,"Bom Fim, Porto Alegre - RS",87m²,2.0,,1.0
3812,ref: 366722,R$ 410.000,rua roque calage,"Passo da Areia, Porto Alegre - RS",75m²,3.0,1.0,2.0
3813,ref: 360367,R$ 2.999.864,avenida soledade,"Petropolis, Porto Alegre - RS",170m²,3.0,3.0,4.0
3814,ref: 327529,R$ 438.000,rua barbedo,"Menino Deus, Porto Alegre - RS",100m²,3.0,1.0,1.0
3815,ref: 312516,R$ 745.000,rua domingos crescencio,"Santana, Porto Alegre - RS",93m²,2.0,1.0,2.0
3816,ref: 312518,R$ 745.000,rua domingos crescencio,"Santana, Porto Alegre - RS",93m²,2.0,1.0,2.0
3817,ref: 310460,R$ 550.000,travessa sul,"Higienopolis, Porto Alegre - RS",84m²,2.0,1.0,1.0
3818,ref: 47976,R$ 525.000,avenida ipiranga,"Jardim Botanico, Porto Alegre - RS",84m²,3.0,1.0,2.0
3819,ref: 197796,R$ 415.000,rua cabral,"Rio Branco, Porto Alegre - RS",93m²,2.0,,1.0
3820,ref: 37909,R$ 424.000,praca julio de castilhos,"Moinhos de Vento, Porto Alegre - RS",114m²,2.0,,2.0
3821,ref: 418859,R$ 1.200.000,rua santa terezinha,"Bom Fim, Porto Alegre - RS",294m²,3.0,1.0,2.0
3822,ref: 393778,R$ 2.175.097,rua marcilio dias,"Menino Deus, Porto Alegre - RS",152m²,3.0,2.0,2.0
3823,ref: 383531,R$ 350.000,rua santo antonio,"Bom Fim, Porto Alegre - RS",87m²,3.0,,1.0
3824,ref: 385485,R$ 275.000,rua tuparai,"Passo da Areia, Porto Alegre - RS",51m²,2.0,2.0,1.0
3825,ref: 381242,R$ 340.000,rua demetrio ribeiro,"Centro Historico, Porto Alegre - RS",66m²,2.0,1.0,2.0
3826,ref: 368741,R$ 340.000,rua duque de caxias,"Centro Historico, Porto Alegre - RS",74m²,2.0,,2.0
3827,ref: 364370,R$ 290.000,rua chile,"Jardim Botanico, Porto Alegre - RS",62m²,2.0,1.0,1.0
3828,ref: 375740,R$ 280.000,rua doutor ramiro davila,"Santana, Porto Alegre - RS",68m²,2.0,,2.0
3829,ref: 224875,R$ 340.000,rua riachuelo,"Centro Historico, Porto Alegre - RS",64m²,2.0,,1.0
3830,ref: 296759,R$ 339.900,rua demetrio ribeiro,"Centro Historico, Porto Alegre - RS",63m²,2.0,,2.0
3831,ref: 322365,R$ 2.177.269,rua costa,"Menino Deus, Porto Alegre - RS",155m²,3.0,3.0,2.0
3832,ref: 328865,R$ 750.000,alameda raimundo correa,"Boa Vista, Porto Alegre - RS",101m²,3.0,1.0,2.0
3833,ref: 342602,R$ 750.000,avenida francisco petuco,"Boa Vista, Porto Alegre - RS",98m²,3.0,,2.0
3834,ref: 255523,R$ 555.526,rua general couto de magalhaes,"Higienopolis, Porto Alegre - RS",66m²,2.0,1.0,2.0
3835,ref: 343536,R$ 290.000,rua itaborai,"Jardim Botanico, Porto Alegre - RS",54m²,2.0,1.0,1.0
3836,ref: 265066,R$ 280.000,avenida ipiranga,"Santana, Porto Alegre - RS",64m²,2.0,,1.0
3837,ref: 154417,R$ 280.000,rua domingos crescencio,"Santana, Porto Alegre - RS",64m²,2.0,,1.0
3838,ref: 159323,R$ 290.000,rua buenos aires,"Jardim Botanico, Porto Alegre - RS",74m²,2.0,,1.0
3839,ref: 43644,R$ 290.000,avenida ipiranga,"Jardim Botanico, Porto Alegre - RS",66m²,2.0,,1.0
3870,ref: 459346,R$ 913.191,rua chile,"Jardim Botanico, Porto Alegre - RS",76m²,2.0,2.0,3.0
3871,ref: 447120,R$ 399.000,rua miguel tostes,"Rio Branco, Porto Alegre - RS",75m²,2.0,,2.0
3872,ref: 452841,R$ 265.000,rua augusto melecchi,"Menino Deus, Porto Alegre - RS",62m²,2.0,,1.0
3873,ref: 451984,R$ 490.000,rua santa cecilia,"Rio Branco, Porto Alegre - RS",62m²,2.0,1.0,1.0
3874,ref: 450983,R$ 1.650.000,rua jari,"Passo da Areia, Porto Alegre - RS",106m²,3.0,2.0,2.0
3875,ref: 412126,R$ 490.000,rua sao manoel,"Rio Branco, Porto Alegre - RS",66m²,2.0,1.0,2.0
3876,ref: 401520,R$ 780.000,rua senador annibal di primio beck,"Boa Vista, Porto Alegre - RS",101m²,3.0,2.0,3.0
3877,ref: 411845,R$ 285.000,rua itaborai,"Jardim Botanico, Porto Alegre - RS",53m²,2.0,1.0,1.0
3878,ref: 440049,R$ 490.000,rua sao manoel,"Rio Branco, Porto Alegre - RS",87m²,2.0,,1.0
3879,ref: 378612,R$ 456.000,praca conde de porto alegre,"Centro Historico, Porto Alegre - RS",92m²,2.0,,1.0
3880,ref: 369499,R$ 400.000,rua cabral,"Rio Branco, Porto Alegre - RS",71m²,2.0,1.0,1.0
3881,ref: 232772,R$ 285.000,rua buenos aires,"Jardim Botanico, Porto Alegre - RS",53m²,2.0,1.0,1.0
3882,ref: 234596,R$ 265.000,rua general caldwell,"Menino Deus, Porto Alegre - RS",61m²,2.0,,2.0
3883,ref: 316362,R$ 1.060.000,rua roque calage,"Jardim Europa, Porto Alegre - RS",98m²,3.0,2.0,2.0
3884,ref: 294953,R$ 265.000,rua general caldwell,"Menino Deus, Porto Alegre - RS",69m²,2.0,,1.0
3885,ref: 305910,R$ 265.000,rua silveiro,"Menino Deus, Porto Alegre - RS",53m²,2.0,,1.0
3886,ref: 22307,R$ 400.000,rua dona leonor,"Rio Branco, Porto Alegre - RS",89m²,2.0,,2.0
3887,ref: 198867,R$ 670.000,rua eudoro berlink,"Bela Vista, Porto Alegre - RS",103m²,3.0,1.0,2.0
3888,ref: 138284,R$ 399.000,rua casemiro de abreu,"Rio Branco, Porto Alegre - RS",83m²,2.0,2.0,4.0
3889,ref: 137698,R$ 265.000,rua marcilio dias,"Menino Deus, Porto Alegre - RS",56m²,2.0,,1.0
3890,ref: 160599,R$ 1.330.000,rua comendador rheingantz,"Bela Vista, Porto Alegre - RS",122m²,3.0,2.0,3.0
3891,ref: 74962,R$ 264.800,avenida getulio vargas,"Menino Deus, Porto Alegre - RS",64m²,2.0,,2.0
3892,ref: 71695,R$ 265.000,rua marcilio dias,"Menino Deus, Porto Alegre - RS",51m²,2.0,,1.0
3893,ref: 175976,R$ 400.000,rua sao vicente,"Rio Branco, Porto Alegre - RS",84m²,2.0,1.0,3.0
3894,ref: 465110,R$ 330.000,avenida borges de medeiros,"Centro Historico, Porto Alegre - RS",85m²,2.0,,1.0
3895,ref: 461198,R$ 330.000,rua jeronimo coelho,"Centro Historico, Porto Alegre - RS",79m²,2.0,,1.0
3896,ref: 418825,R$ 920.000,rua itaborai,"Jardim Botanico, Porto Alegre - RS",72m²,2.0,2.0,3.0
3897,ref: 418833,R$ 920.000,rua itaborai,"Jardim Botanico, Porto Alegre - RS",72m²,2.0,2.0,3.0
3898,ref: 392221,R$ 289.000,rua santos neto,"Petropolis, Porto Alegre - RS",59m²,2.0,1.0,1.0
3899,ref: 393783,R$ 2.347.078,rua marcilio dias,"Menino Deus, Porto Alegre - RS",152m²,3.0,2.0,4.0
3900,ref: 384917,R$ 928.152,rua chile,"Jardim Botanico, Porto Alegre - RS",76m²,2.0,2.0,3.0
3901,ref: 237604,R$ 330.000,rua espirito santo,"Centro Historico, Porto Alegre - RS",107m²,2.0,,1.0
3902,ref: 252279,R$ 289.000,rua guilherme alves,"Petropolis, Porto Alegre - RS",78m²,2.0,,1.0
3903,ref: 265742,R$ 330.000,rua marechal floriano peixoto,"Centro Historico, Porto Alegre - RS",89m²,2.0,1.0,1.0
3904,ref: 279732,R$ 583.000,rua luzitana,"Higienopolis, Porto Alegre - RS",66m²,2.0,2.0,2.0
3905,ref: 35396,R$ 330.000,cel fernando machado,"Centro Historico, Porto Alegre - RS",76m²,2.0,,2.0
3906,ref: 121662,R$ 330.000,rua duque de caxias,"Centro Historico, Porto Alegre - RS",73m²,2.0,,1.0
3907,ref: 129263,R$ 2.390.000,avenida tulio de rose,"Jardim Europa, Porto Alegre - RS",163m²,3.0,3.0,4.0
3908,ref: 116973,R$ 275.000,rua santana,"Santana, Porto Alegre - RS",70m²,2.0,,1.0
3909,ref: 160779,R$ 325.000,avenida plinio brasil milano,"Higienopolis, Porto Alegre - RS",55m²,2.0,,1.0
3910,ref: 61234,R$ 395.000,rua vasco da gama,"Rio Branco, Porto Alegre - RS",61m²,2.0,2.0,2.0
3911,ref: 467125,R$ 800.000,avenida francisco petuco,"Boa Vista, Porto Alegre - RS",98m²,3.0,2.0,2.0
3912,ref: 418821,R$ 941.000,rua itaborai,"Jardim Botanico, Porto Alegre - RS",72m²,2.0,2.0,3.0
3913,ref: 384324,R$ 943.113,rua chile,"Jardim Botanico, Porto Alegre - RS",76m²,2.0,2.0,3.0
3914,ref: 379155,R$ 270.000,avenida andarai,"Passo da Areia, Porto Alegre - RS",66m²,2.0,1.0,1.0
3915,ref: 378231,R$ 270.000,rua antonio joaquim mesquita,"Passo da Areia, Porto Alegre - RS",49m²,2.0,,1.0
3916,ref: 356950,R$ 803.250,rua santana,"Santana, Porto Alegre - RS",63m²,2.0,2.0,2.0
3917,ref: 351778,R$ 470.000,rua general vasco alves,"Centro Historico, Porto Alegre - RS",68m²,2.0,,2.0
3918,ref: 312531,R$ 805.000,rua domingos crescencio,"Santana, Porto Alegre - RS",93m²,2.0,1.0,2.0
3919,ref: 312533,R$ 805.000,rua domingos crescencio,"Santana, Porto Alegre - RS",93m²,2.0,1.0,2.0
3920,ref: 39760,R$ 269.500,rua roque calage,"Passo da Areia, Porto Alegre - RS",47m²,2.0,1.0,1.0
3921,ref: 205007,R$ 590.000,rua doutor eduardo chartier,"Higienopolis, Porto Alegre - RS",61m²,2.0,1.0,3.0
3922,ref: 12354,R$ 590.000,rua americo vespucio,"Higienopolis, Porto Alegre - RS",74m²,2.0,2.0,3.0
3923,ref: 141359,R$ 500.000,rua cesar lombroso,"Rio Branco, Porto Alegre - RS",73m²,2.0,1.0,2.0
3924,ref: 102707,R$ 469.000,rua demetrio ribeiro,"Centro Historico, Porto Alegre - RS",81m²,2.0,1.0,2.0
3925,ref: 465543,R$ 325.000,rua coronel fernando machado,"Centro Historico, Porto Alegre - RS",79m²,2.0,,2.0
3926,ref: 448293,R$ 3.500.000,rua curvelo,"Petropolis, Porto Alegre - RS",126m²,3.0,4.0,4.0
3927,ref: 442445,R$ 803.996,rua vasco da gama,"Bom Fim, Porto Alegre - RS",81m²,2.0,2.0,2.0
3928,ref: 393178,R$ 269.000,rua pedro americo,"Higienopolis, Porto Alegre - RS",67m²,3.0,,2.0
3929,ref: 384318,R$ 958.074,rua chile,"Jardim Botanico, Porto Alegre - RS",76m²,2.0,2.0,3.0
