,reference,preco,endereco,localizacao,metragem,quartos,garagens,banheiro
349,ref: 459654,R$ 535.000,rua professor clementino de brito,"Capoeiras, Florianopolis - SC",72m²,2,1.0,2.0
350,ref: 460222,R$ 1.469.038,rua julio vieira,"Joao Paulo, Florianopolis - SC",91m²,3,,3.0
351,ref: 460260,R$ 435.000,estrada manoel leoncio de souza brito,"Vargem Pequena, Florianopolis - SC",57m²,2,1.0,1.0
352,ref: 459531,R$ 399.000,rodovia virgilio varzea,"Canasvieiras, Florianopolis - SC",55m²,2,1.0,1.0
353,ref: 458474,R$ 1.000.000,rua berta lutz,"Cachoeira do Bom Jesus, Florianopolis - SC",91m²,2,1.0,3.0
354,ref: 459011,R$ 649.000,rua lidio manoel coelho,"Ingleses do Rio Vermelho, Florianopolis - SC",60m²,2,1.0,2.0
355,ref: 459030,R$ 1.456.000,rua berta lutz,"Cachoeira do Bom Jesus, Florianopolis - SC",89m²,2,,5.0
356,ref: 454544,R$ 652.881,estrada dom joao becker,"Ingleses do Rio Vermelho, Florianopolis - SC",42m²,1,1.0,1.0
357,ref: 454547,R$ 851.224,estrada dom joao becker,"Ingleses do Rio Vermelho, Florianopolis - SC",68m²,2,1.0,3.0
358,ref: 454549,R$ 633.598,servidao nossa senhora aparecida,"Ingleses do Rio Vermelho, Florianopolis - SC",98m²,3,1.0,2.0
359,ref: 454550,R$ 619.824,servidao nossa senhora aparecida,"Ingleses do Rio Vermelho, Florianopolis - SC",85m²,3,,2.0
360,ref: 454551,R$ 493.104,servidao nossa senhora aparecida,"Ingleses do Rio Vermelho, Florianopolis - SC",72m²,2,,2.0
361,ref: 454584,R$ 2.370.000,rua jornalista narbal villela,"Joao Paulo, Florianopolis - SC",195m²,3,3.0,7.0
362,ref: 455850,R$ 1.217.000,rua maria luiza agostinho,"Itacorubi, Florianopolis - SC",130m²,3,2.0,4.0
363,ref: 455770,R$ 900.000,avenida pequeno principe,"Campeche, Florianopolis - SC",49m²,1,1.0,1.0
364,ref: 454031,R$ 1.750.000,avenida campeche,"Campeche, Florianopolis - SC",91m²,3,,3.0
365,ref: 454108,R$ 1.100.000,rua heloisa rojo machado,"Campeche, Florianopolis - SC",92m²,3,2.0,3.0
366,ref: 452706,R$ 590.000,rua joao pio duarte silva,"Corrego Grande, Florianopolis - SC",68m²,2,1.0,1.0
367,ref: 451479,R$ 427.000,rua lauro linhares,"Trindade, Florianopolis - SC",49m²,1,1.0,1.0
368,ref: 449893,R$ 949.000,rua frei caneca,"Beiramar, FLORIANOPOLIS - SC",88m²,3,1.0,2.0
369,ref: 454735,R$ 360.000,rua tenente silveira,"Centro, Florianopolis - SC",34m²,1,,1.0
370,ref: 473051,R$ 585.000,rua tenente silveira,"Centro, Florianopolis - SC",82m²,2,1.0,2.0
371,ref: 473084,R$ 1.750.000,avenida campeche,"Campeche, Florianopolis - SC",99m²,3,1.0,3.0
372,ref: 474925,R$ 850.000,avenida campeche,"Campeche, Florianopolis - SC",51m²,1,1.0,1.0
373,ref: 474927,R$ 260.000,servidao pedro laureano dos santos,"Ingleses do Rio Vermelho, Florianopolis - SC",55m²,2,1.0,1.0
374,ref: 474972,R$ 4.290.000,rodovia joao paulo,"Joao Paulo, Florianopolis - SC",163m²,3,3.0,4.0
375,ref: 474973,R$ 3.190.000,rodovia joao paulo,"Joao Paulo, Florianopolis - SC",130m²,3,3.0,4.0
376,ref: 471444,R$ 990.000,rua almirante lamego,"Centro, Florianopolis - SC",96m²,3,1.0,3.0
377,ref: 471309,R$ 1.340.000,avenida campeche,"Campeche, Florianopolis - SC",72m²,2,1.0,2.0
378,ref: 471351,R$ 1.380.000,rua gilmar darli vieira,"Campeche, Florianopolis - SC",59m²,2,,2.0
379,ref: 471802,R$ 959.000,servidao pedro edmundo bittencourt,"Rio Tavares, Florianopolis - SC",69m²,2,2.0,2.0
380,ref: 471005,R$ 850.000,rua salvatina feliciana dos santos,"Itacorubi, Florianopolis - SC",77m²,2,2.0,2.0
381,ref: 470209,R$ 1.230.000,rodovia tertuliano brito xavier,"Jurere, Florianopolis - SC",127m²,3,1.0,4.0
382,ref: 467760,R$ 530.000,rua ranulpho jose de souza sobrinho,"Canasvieiras, Florianopolis - SC",59m²,2,2.0,1.0
383,ref: 466390,R$ 1.495.000,avenida campeche,"Campeche, Florianopolis - SC",102m²,3,,4.0
384,ref: 461865,R$ 990.000,rua brisamar,"Ingleses, Florianopolis - SC",100m²,3,2.0,1.0
385,ref: 466236,R$ 2.200.000,avenida campeche,"Campeche, Florianopolis - SC",94m²,3,,1.0
386,ref: 466237,R$ 1.190.884,rua da quaresmeira roxa,"Cachoeira do Bom Jesus, Florianopolis - SC",142m²,4,2.0,2.0
387,ref: 466286,R$ 1.250.000,rua altamiro guimaraes,"Centro, Florianopolis - SC",129m²,3,1.0,2.0
388,ref: 466305,R$ 851.000,rua joaquim costa,"Agronomica, Florianopolis - SC",76m²,3,1.0,2.0
389,ref: 467788,R$ 1.380.000,rua tenente silveira,"Centro, Florianopolis - SC",135m²,3,2.0,3.0
390,ref: 454551,R$ 493.104,servidao nossa senhora aparecida,"Ingleses do Rio Vermelho, Florianopolis - SC",72m²,2,,2.0
391,ref: 454584,R$ 2.370.000,rua jornalista narbal villela,"Joao Paulo, Florianopolis - SC",195m²,3,3.0,7.0
392,ref: 455850,R$ 1.217.000,rua maria luiza agostinho,"Itacorubi, Florianopolis - SC",130m²,3,2.0,4.0
393,ref: 455770,R$ 900.000,avenida pequeno principe,"Campeche, Florianopolis - SC",49m²,1,1.0,1.0
394,ref: 454031,R$ 1.750.000,avenida campeche,"Campeche, Florianopolis - SC",91m²,3,,3.0
395,ref: 454108,R$ 1.100.000,rua heloisa rojo machado,"Campeche, Florianopolis - SC",92m²,3,2.0,3.0
396,ref: 452706,R$ 590.000,rua joao pio duarte silva,"Corrego Grande, Florianopolis - SC",68m²,2,1.0,1.0
397,ref: 451479,R$ 427.000,rua lauro linhares,"Trindade, Florianopolis - SC",49m²,1,1.0,1.0
398,ref: 449893,R$ 949.000,rua frei caneca,"Beiramar, FLORIANOPOLIS - SC",88m²,3,1.0,2.0
399,ref: 454735,R$ 360.000,rua tenente silveira,"Centro, Florianopolis - SC",34m²,1,,1.0
400,ref: 473051,R$ 585.000,rua tenente silveira,"Centro, Florianopolis - SC",82m²,2,1.0,2.0
401,ref: 473084,R$ 1.750.000,avenida campeche,"Campeche, Florianopolis - SC",99m²,3,1.0,3.0
402,ref: 474925,R$ 850.000,avenida campeche,"Campeche, Florianopolis - SC",51m²,1,1.0,1.0
403,ref: 474927,R$ 260.000,servidao pedro laureano dos santos,"Ingleses do Rio Vermelho, Florianopolis - SC",55m²,2,1.0,1.0
404,ref: 474972,R$ 4.290.000,rodovia joao paulo,"Joao Paulo, Florianopolis - SC",163m²,3,3.0,4.0
405,ref: 474973,R$ 3.190.000,rodovia joao paulo,"Joao Paulo, Florianopolis - SC",130m²,3,3.0,4.0
406,ref: 471444,R$ 990.000,rua almirante lamego,"Centro, Florianopolis - SC",96m²,3,1.0,3.0
407,ref: 471309,R$ 1.340.000,avenida campeche,"Campeche, Florianopolis - SC",72m²,2,1.0,2.0
408,ref: 471351,R$ 1.380.000,rua gilmar darli vieira,"Campeche, Florianopolis - SC",59m²,2,,2.0
409,ref: 471802,R$ 959.000,servidao pedro edmundo bittencourt,"Rio Tavares, Florianopolis - SC",69m²,2,2.0,2.0
410,ref: 471005,R$ 850.000,rua salvatina feliciana dos santos,"Itacorubi, Florianopolis - SC",77m²,2,2.0,2.0
411,ref: 470209,R$ 1.230.000,rodovia tertuliano brito xavier,"Jurere, Florianopolis - SC",127m²,3,1.0,4.0
412,ref: 467760,R$ 530.000,rua ranulpho jose de souza sobrinho,"Canasvieiras, Florianopolis - SC",59m²,2,2.0,1.0
413,ref: 466390,R$ 1.495.000,avenida campeche,"Campeche, Florianopolis - SC",102m²,3,,4.0
414,ref: 461865,R$ 990.000,rua brisamar,"Ingleses, Florianopolis - SC",100m²,3,2.0,1.0
415,ref: 466236,R$ 2.200.000,avenida campeche,"Campeche, Florianopolis - SC",94m²,3,,1.0
416,ref: 466237,R$ 1.190.884,rua da quaresmeira roxa,"Cachoeira do Bom Jesus, Florianopolis - SC",142m²,4,2.0,2.0
417,ref: 466286,R$ 1.250.000,rua altamiro guimaraes,"Centro, Florianopolis - SC",129m²,3,1.0,2.0
418,ref: 466305,R$ 851.000,rua joaquim costa,"Agronomica, Florianopolis - SC",76m²,3,1.0,2.0
419,ref: 467788,R$ 1.380.000,rua tenente silveira,"Centro, Florianopolis - SC",135m²,3,2.0,3.0
420,ref: 470172,R$ 350.000,estrada anarolina silveira santos,"Vargem do Bom Jesus, Florianopolis - SC",56m²,2,1.0,1.0
421,ref: 470173,R$ 360.000,estrada anarolina silveira santos,"Vargem do Bom Jesus, Florianopolis - SC",56m²,2,1.0,1.0
422,ref: 470175,R$ 380.000,estrada anarolina silveira santos,"Vargem do Bom Jesus, Florianopolis - SC",54m²,2,2.0,1.0
423,ref: 475162,R$ 550.000,rua alvaro ramos,"Trindade, Florianopolis - SC",75m²,3,,1.0
424,ref: 475173,R$ 860.000,rua lauro linhares,"Trindade, Florianopolis - SC",84m²,3,1.0,2.0
425,ref: 448302,R$ 900.000,rua felipe schmidt,"Centro, Florianopolis - SC",100m²,2,1.0,2.0
426,ref: 448313,R$ 700.000,rodovia amaro antonio vieira,"Itacorubi, Florianopolis - SC",75m²,3,1.0,2.0
427,ref: 448375,R$ 785.000,rua sao jose,"Balneario, Florianopolis - SC",109m²,3,,2.0
428,ref: 447804,R$ 884.674,rua antonio jose thomaz da costa,"Campeche, Florianopolis - SC",42m²,1,,1.0
429,ref: 448235,R$ 616.621,avenida internacional,"Ingleses, Florianopolis - SC",72m²,2,1.0,2.0
430,ref: 447946,R$ 1.600.000,rua salvatina feliciana dos santos,"Itacorubi, Florianopolis - SC",98m²,3,2.0,4.0
431,ref: 447961,R$ 1.100.000,avenida campeche,"Campeche, Florianopolis - SC",82m²,2,1.0,2.0
432,ref: 446899,R$ 550.000,servidao sinfronio jose da silveira,"Campeche, Florianopolis - SC",76m²,2,,2.0
433,ref: 446684,R$ 1.590.000,avenida das raias,"Jurere Internacional, Florianopolis - SC",67m²,2,2.0,2.0
434,ref: 445725,R$ 680.000,rua das gaivotas,"Ingleses do Rio Vermelho, Florianopolis - SC",70m²,2,1.0,2.0
435,ref: 445626,R$ 1.130.000,rua heloisa rojo machado,"Campeche, Florianopolis - SC",91m²,3,2.0,2.0
436,ref: 445637,R$ 810.000,rua pastor william richard schisler filho,"Itacorubi, Florianopolis - SC",70m²,2,1.0,2.0
437,ref: 445881,R$ 869.000,rua gilmar darli vieira,"Campeche, Florianopolis - SC",45m²,1,,1.0
438,ref: 446056,R$ 935.000,rua peixe rei,"Ingleses do Rio Vermelho, Florianopolis - SC",89m²,2,1.0,3.0
439,ref: 443524,R$ 1.150.000,servidao catavento,"Campeche, Florianopolis - SC",70m²,2,,2.0
440,ref: 469891,R$ 530.000,rodovia virgilio varzea,"Canasvieiras, Florianopolis - SC",55m²,2,1.0,1.0
441,ref: 469938,R$ 1.180.000,rua sucupira,"Campeche, Florianopolis - SC",68m²,2,,3.0
442,ref: 472302,R$ 755.000,rua crispim mira,"Centro, Florianopolis - SC",98m²,3,1.0,2.0
443,ref: 468787,R$ 1.998.000,avenida campeche,"Campeche, Florianopolis - SC",98m²,3,2.0,1.0
444,ref: 468901,R$ 845.000,rodovia virgilio varzea,"Monte Verde, Florianopolis - SC",83m²,2,1.0,2.0
445,ref: 474617,R$ 590.000,rua anita garibaldi,"Centro, Florianopolis - SC",57m²,2,,1.0
446,ref: 474658,R$ 265.000,rua douglas seabra levier,"Carvoeira, Florianopolis - SC",28m²,1,,1.0
447,ref: 471163,R$ 2.660.000,rua pastor william richard schisler filho,"Itacorubi, Florianopolis - SC",170m²,4,3.0,5.0
448,ref: 473689,R$ 470.000,"rodovia admar gonzaga, 1347","Itacorubi, Florianopolis - SC",73m²,2,1.0,1.0
449,ref: 466026,R$ 1.050.000,rodovia baldicero filomeno,"Ribeirao da Ilha, Florianopolis - SC",82m²,3,1.0,2.0
450,ref: 467959,R$ 690.000,servidao feliciano martins vieira,"Itacorubi, Florianopolis - SC",73m²,2,2.0,1.0
451,ref: 467971,R$ 1.390.000,rua das piraunas,"Jurere Internacional, Florianopolis - SC",89m²,3,2.0,2.0
452,ref: 467940,R$ 340.000,travessa ibiza,"Campeche, Florianopolis - SC",51m²,2,,1.0
453,ref: 474741,R$ 850.000,rua crispim mira,"Centro, Florianopolis - SC",93m²,3,1.0,2.0
454,ref: 451381,R$ 1.250.000,servidao laje de pedra,"Itacorubi, Florianopolis - SC",89m²,2,1.0,4.0
455,ref: 450735,R$ 830.000,rua fulvio aducci,"Estreito, Florianopolis - SC",128m²,3,1.0,2.0
456,ref: 450742,R$ 580.000,rua tenente silveira,"Centro, Florianopolis - SC",61m²,2,1.0,1.0
457,ref: 449121,R$ 1.010.000,rua joao luiz da silva brito,"Canasvieiras, Florianopolis - SC",68m²,2,,1.0
458,ref: 447350,R$ 371.000,servidao garcia esporte e lazer,"Carianos, Florianopolis - SC",68m²,2,1.0,2.0
459,ref: 450045,R$ 1.290.000,avenida campeche,"Campeche, Florianopolis - SC",71m²,2,,2.0
460,ref: 450814,R$ 1.150.000,rua jeronimo venancio das chagas,"Campeche, Florianopolis - SC",80m²,2,,1.0
461,ref: 450849,R$ 1.350.000,avenida campeche,"campeche, Florianopolis - SC",72m²,2,,3.0
462,ref: 449141,R$ 890.000,rua pastor william richard schisler filho,"Itacorubi, Florianopolis - SC",125m²,2,2.0,3.0
463,ref: 451081,R$ 1.330.000,estrada haroldo soares glavan,"Cacupe, Florianopolis - SC",94m²,3,2.0,2.0
464,ref: 450408,R$ 1.200.000,rua sagrado coracao de jesus,"Morro das Pedras, Florianopolis - SC",97m²,3,2.0,2.0
465,ref: 452021,R$ 1.590.000,rua professor renato barbosa,"Jurere, Florianopolis - SC",65m²,2,1.0,5.0
466,ref: 447666,R$ 799.000,rua jurere tradicional,"Jurere, Florianopolis - SC",58m²,2,2.0,5.0
467,ref: 473137,R$ 620.000,rodovia baldicero filomeno,"Ribeirao da Ilha, Florianopolis - SC",64m²,2,,2.0
468,ref: 472137,R$ 980.000,rua nivaldo dias,"Campeche, Florianopolis - SC",65m²,2,1.0,2.0
469,ref: 472559,R$ 1.590.000,rua itapiranga,"Itacorubi, Florianopolis - SC",116m²,3,2.0,3.0
470,ref: 453137,R$ 1.575.000,rua otavio cruz,"Campeche, Florianopolis - SC",98m²,2,1.0,2.0
471,ref: 451211,R$ 950.000,rua almiscar,"Monte Verde, Florianopolis - SC",90m²,3,2.0,2.0
472,ref: 452116,R$ 980.000,rua hypolito gregorio pereira,"Canasvieiras, Florianopolis - SC",78m²,2,2.0,3.0
473,ref: 454196,R$ 1.400.000,rua manoel pedro vieira,"Morro das Pedras, Florianopolis - SC",102m²,2,2.0,2.0
474,ref: 454223,R$ 1.750.000,rua rui barbosa,"Beiramar, Florianopolis - SC",117m²,3,2.0,5.0
475,ref: 454240,R$ 740.000,estrada vereador onildo lemos,"Ingleses do Rio Vermelho, Florianopolis - SC",71m²,2,2.0,2.0
476,ref: 451875,R$ 490.000,rua jose boiteux,"Centro, FLORIANOPOLIS - SC",42m²,1,,1.0
477,ref: 451720,R$ 479.000,rua jose boiteux,"Agronomica, FLORIANOPOLIS - SC",53m²,1,,1.0
478,ref: 455296,R$ 800.000,avenida professor milton leite da costa,"Canasvieiras, Florianopolis - SC",116m²,3,1.0,2.0
479,ref: 450940,R$ 1.612.000,rua das corticeiras,"Campeche, Florianopolis - SC",90m²,2,2.0,2.0
480,ref: 452405,R$ 1.650.000,rua ferreira lima,"Centro, Florianopolis - SC",117m²,3,2.0,8.0
481,ref: 460497,R$ 825.000,rodovia amaro antonio vieira,"ITACORUBI, Florianopolis - SC",70m²,2,1.0,2.0
482,ref: 460556,R$ 545.000,estrada manoel leoncio de souza brito,"Vargem Pequena, Florianopolis - SC",60m²,2,1.0,3.0
483,ref: 465098,R$ 2.349.000,rua manoel pedro vieira,"Morro das Pedras, Florianopolis - SC",117m²,3,2.0,4.0
484,ref: 464582,R$ 855.500,rua fernandes francisco coutinho,"Canasvieiras, Florianopolis - SC",72m²,2,1.0,2.0
485,ref: 464588,R$ 817.920,rua doutor joao de oliveira,"Canasvieiras, Florianopolis - SC",73m²,2,1.0,2.0
486,ref: 464598,R$ 835.789,rua doutor joao de oliveira,"Canasvieiras, Florianopolis - SC",73m²,2,1.0,2.0
487,ref: 464608,R$ 873.540,rua doutor joao de oliveira,"Canasvieiras, Florianopolis - SC",73m²,2,1.0,2.0
488,ref: 464613,R$ 835.541,rua doutor joao de oliveira,"Canasvieiras, Florianopolis - SC",68m²,2,1.0,2.0
489,ref: 464621,R$ 784.149,rua doutor joao de oliveira,"Canasvieiras, Florianopolis - SC",68m²,2,1.0,2.0
490,ref: 465615,R$ 570.068,rua leonel pereira,"Cachoeira do Bom Jesus, Florianopolis - SC",64m²,3,,1.0
491,ref: 461874,R$ 320.000,servidao pedro laureano dos santos,"Ingleses do Rio Vermelho, Florianopolis - SC",56m²,2,,2.0
492,ref: 461926,R$ 899.000,rua do marisco,"Ingleses do Rio Vermelho, Florianopolis - SC",88m²,3,1.0,3.0
493,ref: 472242,R$ 1.470.000,estrada haroldo soares glavan,"Cacupe, Florianopolis - SC",94m²,3,1.0,2.0
494,ref: 473298,R$ 870.000,rua das camelias,"Carvoeira, Florianopolis - SC",70m²,2,,2.0
495,ref: 470356,R$ 1.474.686,rua julio vieira,"Joao Paulo, Florianopolis - SC",91m²,3,,2.0
496,ref: 470361,R$ 1.474.775,rua julio vieira,"Joao Paulo, Florianopolis - SC",92m²,3,,2.0
497,ref: 470376,R$ 1.553.305,rua julio vieira,"Joao Paulo, Florianopolis - SC",103m²,2,,1.0
498,ref: 470406,R$ 600.000,rodovia amaro antonio vieira,"Itacorubi, FLORIANOPOLIS - SC",58m²,2,1.0,1.0
499,ref: 468213,R$ 850.000,avenida tom traugott wildi,"Praia Brava, Florianopolis - SC",55m²,2,1.0,1.0
500,ref: 468218,R$ 800.000,rua madre maria vilac,"Canasvieiras, Florianopolis - SC",77m²,2,1.0,2.0
501,ref: 471920,R$ 2.120.000,avenida mauro ramos,"Centro, Florianopolis - SC",80m²,2,2.0,2.0
502,ref: 471927,R$ 620.000,rua joao pio duarte silva,"Corrego Grande, Florianopolis - SC",92m²,3,1.0,3.0
503,ref: 471941,R$ 2.550.000,rua pastor william richard schisler filho,"Itacorubi, Florianopolis - SC",170m²,3,3.0,5.0
504,ref: 470078,R$ 619.000,rua mario lacombe,"Canasvieiras, Florianopolis - SC",79m²,2,,1.0
505,ref: 470103,R$ 424.000,estrada anarolina silveira santos,"Vargem do Bom Jesus, Florianopolis - SC",56m²,2,,1.0
506,ref: 457717,R$ 850.000,rua dos canudos,"Ingleses do Rio Vermelho, Florianopolis - SC",89m²,2,,2.0
507,ref: 457586,R$ 960.000,rua deputado paulo preis,"Jurere, Florianopolis - SC",68m²,2,1.0,2.0
508,ref: 457336,R$ 770.000,avenida santa catarina,"Canto, Florianopolis - SC",71m²,2,1.0,2.0
509,ref: 457373,R$ 550.000,rodovia virgilio varzea,"Canasvieiras, Florianopolis - SC",55m²,2,1.0,1.0
510,ref: 458233,R$ 1.447.337,rua julio vieira,"Joao Paulo, Florianopolis - SC",8534m²,2,,2.0
511,ref: 458257,R$ 813.178,rua da baliza,"Cachoeira do Bom Jesus, Florianopolis - SC",76m²,2,,3.0
512,ref: 458271,R$ 659.000,servidao corintians,"Pantanal, FLORIANOPOLIS - SC",71m²,2,2.0,2.0
513,ref: 458297,R$ 2.200.000,alameda adolfo konder,"Centro, Florianopolis - SC",161m²,3,,2.0
514,ref: 458331,R$ 750.000,rua dos canudos,"Ingleses do Rio Vermelho, Florianopolis - SC",78m²,2,2.0,2.0
515,ref: 459323,R$ 950.000,rua almirante lamego,"Centro, Florianopolis - SC",101m²,3,1.0,2.0
516,ref: 459418,R$ 350.000,rua vidal ramos,"Centro, Florianopolis - SC",34m²,1,,1.0
517,ref: 459273,R$ 550.000,rodovia tertuliano brito xavier,"Canasvieiras, Florianopolis - SC",77m²,2,1.0,3.0
518,ref: 458947,R$ 700.000,estrada dario manoel cardoso,"Ingleses, Florianopolis - SC",85m²,2,2.0,3.0
519,ref: 457591,R$ 1.515.000,rua professor heinz braunsperger,"Jurere, Florianopolis - SC",84m²,2,1.0,2.0
520,ref: 458921,R$ 700.000,rua pastor william richard schisler filho,"Itacorubi, Florianopolis - SC",64m²,2,1.0,3.0
521,ref: 457121,R$ 2.045.100,avenida campeche,"Campeche, Florianopolis - SC",99m²,3,2.0,2.0
522,ref: 457122,R$ 1.466.996,avenida campeche,"Campeche, Florianopolis - SC",74m²,2,2.0,2.0
523,ref: 457124,R$ 1.150.000,rua cristovao nunes pires,"Centro, Florianopolis - SC",83m²,3,1.0,2.0
524,ref: 457182,R$ 703.000,rodovia armando calil bulos,"Vargem Grande, Florianopolis - SC",64m²,2,,2.0
525,ref: 451790,R$ 1.300.000,rua presidente coutinho,"Centro, Florianopolis - SC",113m²,3,1.0,2.0
526,ref: 457195,R$ 795.000,rodovia armando calil bulos,"Vargem Grande, Florianopolis - SC",82m²,3,,2.0
527,ref: 458165,R$ 850.000,rua leonel pereira,"Cachoeira do Bom Jesus, Florianopolis - SC",66m²,2,,2.0
528,ref: 458167,R$ 725.000,rua leonel pereira,"Cachoeira do Bom Jesus, Florianopolis - SC",66m²,2,,2.0
529,ref: 458170,R$ 900.000,rua leonel pereira,"Cachoeira do Bom Jesus, Florianopolis - SC",69m²,2,,2.0
530,ref: 458177,R$ 2.732.950,rodovia tertuliano brito xavier,"Jurere, Florianopolis - SC",137m²,3,,4.0
531,ref: 458568,R$ 790.000,rua deputado antonio edu vieira,"Pantanal, FLORIANOPOLIS - SC",69m²,2,2.0,3.0
532,ref: 458574,R$ 1.150.000,estrada dom joao becker,"Ingleses do Rio Vermelho, Florianopolis - SC",94m²,2,,1.0
533,ref: 458584,R$ 2.690.000,estrada dom joao becker,"Ingleses do Rio Vermelho, Florianopolis - SC",132m²,3,3.0,3.0
534,ref: 458589,R$ 1.100.000,avenida campeche,"Campeche, Florianopolis - SC",82m²,2,,2.0
535,ref: 445089,R$ 375.000,rua franklin cascaes,"Ponta das Canas, Florianopolis - SC",64m²,2,1.0,3.0
536,ref: 445123,R$ 790.000,rua mediterraneo,"Corrego Grande, Florianopolis - SC",87m²,3,2.0,2.0
537,ref: 445487,R$ 699.000,rua doutor odilon gallotti,"Capoeiras, Florianopolis - SC",93m²,4,1.0,2.0
538,ref: 444299,R$ 799.000,rua jose daux,"Canasvieiras, Florianopolis - SC",100m²,2,1.0,2.0
539,ref: 444303,R$ 2.150.000,rua duarte schutel,"Centro, Florianopolis - SC",248m²,4,3.0,3.0
540,ref: 445426,R$ 689.000,rua lauro linhares,"Trindade, Florianopolis - SC",95m²,3,1.0,2.0
541,ref: 438210,R$ 2.150.000,rua laurindo januario da silveira,"Lagoa da Conceicao, Florianopolis - SC",168m²,3,1.0,2.0
542,ref: 438269,R$ 750.000,rua das gaivotas,"Ingleses do Rio Vermelho, Florianopolis - SC",73m²,2,1.0,2.0
543,ref: 437217,R$ 1.100.000,rua lazaro de oliveira souza,"Ingleses do Rio Vermelho, Florianopolis - SC",162m²,2,1.0,3.0
544,ref: 437275,R$ 840.000,rua doutor carlos correa,"Beiramar, Florianopolis - SC",62m²,2,1.0,1.0
545,ref: 437321,R$ 998.000,rua sebastiao laurentino da silva,"Corrego Grande, Florianopolis - SC",82m²,3,2.0,2.0
546,ref: 438691,R$ 450.000,rua pascoal simone,"Coqueiros, Florianopolis - SC",63m²,2,1.0,2.0
547,ref: 440742,R$ 1.400.000,rua antonio dib mussi,"Centro, Florianopolis - SC",181m²,4,2.0,5.0
548,ref: 440754,R$ 636.000,rua martinho de haro,"Ingleses, Florianopolis - SC",75m²,2,,1.0
549,ref: 440761,R$ 339.000,avenida luiz boiteux piazza,"Ponta das Canas, Florianopolis - SC",51m²,1,1.0,1.0
550,ref: 442221,R$ 392.800,rua joao meirelles,"Abraao, Florianopolis - SC",39m²,1,,1.0
551,ref: 445167,R$ 1.910.000,rua sao francisco,"Centro, Florianopolis - SC",116m²,3,2.0,2.0
552,ref: 445193,R$ 1.100.000,rua duarte schutel,"Centro, Florianopolis - SC",102m²,3,1.0,3.0
553,ref: 445231,R$ 1.250.000,servidao jacatirao-acu,"Campeche, Florianopolis - SC",94m²,3,,2.0
554,ref: 446653,R$ 648.368,rua cedro rosa do sul,"Ribeirao da Ilha, Florianopolis - SC",66m²,2,1.0,2.0
555,ref: 443606,R$ 2.150.000,rua jeronimo venancio das chagas,"campeche, Florianopolis - SC",104m²,2,2.0,3.0
556,ref: 442673,R$ 1.100.000,rua gilmar darli vieira,"Campeche, Florianopolis - SC",70m²,2,,2.0
557,ref: 444489,R$ 1.527.000,rua almirante lamego,"Centro, Florianopolis - SC",123m²,3,1.0,4.0
558,ref: 440248,R$ 1.007.000,rua higino brito,"Canasvieiras, Florianopolis - SC",117m²,3,1.0,2.0
559,ref: 440281,R$ 1.007.000,rua higino brito,"Canasvieiras, Florianopolis - SC",113m²,3,1.0,2.0
560,ref: 401478,R$ 1.180.000,servidao recanto verde,"Itacorubi, FLORIANOPOLIS - SC",65m²,2,1.0,3.0
561,ref: 400867,R$ 3.100.000,avenida governador irineu bornhausen,"Centro, FLORIANOPOLIS - SC",157m²,3,2.0,2.0
562,ref: 402730,R$ 2.800.000,rua bocaiuva,"Centro, FLORIANOPOLIS - SC",233m²,3,2.0,4.0
563,ref: 401900,R$ 1.203.000,rua joao pio duarte silva,"Corrego Grande, FLORIANOPOLIS - SC",96m²,3,2.0,3.0
564,ref: 401928,R$ 750.000,rua adiles della giustina,"Ingleses, FLORIANOPOLIS - SC",81m²,2,1.0,2.0
565,ref: 415791,R$ 3.350.000,rua gilmar darli vieira,"Campeche, FLORIANOPOLIS - SC",298m²,3,3.0,6.0
566,ref: 414543,R$ 560.000,servidao calendula,"INGLESES DO RIO VERMELHO, FLORIANOPOLIS - SC",79m²,2,,2.0
567,ref: 414556,R$ 1.100.000,rua laurindo januario da silveira,"Lagoa da Conceicao, FLORIANOPOLIS - SC",68m²,1,1.0,1.0
568,ref: 414565,R$ 790.000,rua laurindo januario da silveira,"Lagoa da Conceicao, FLORIANOPOLIS - SC",50m²,1,1.0,1.0
569,ref: 389803,R$ 1.002.282,rua joaquim nabuco,"Capoeiras, FLORIANOPOLIS - SC",117m²,3,,6.0
570,ref: 389810,R$ 1.210.865,rua joaquim nabuco,"Capoeiras, FLORIANOPOLIS - SC",123m²,3,,6.0
571,ref: 389954,R$ 980.000,rodovia virgilio varzea,"Saco Grande, FLORIANOPOLIS - SC",99m²,3,2.0,3.0
572,ref: 387344,R$ 1.482.219,rua das castanhetas,"Jurere Internacional, FLORIANOPOLIS - SC",79m²,2,2.0,5.0
573,ref: 387345,R$ 1.375.608,rua das castanhetas,"Jurere Internacional, FLORIANOPOLIS - SC",79m²,2,2.0,5.0
574,ref: 390589,R$ 1.270.000,rua vitor konder,"Centro, FLORIANOPOLIS - SC",102m²,3,1.0,3.0
575,ref: 390691,R$ 1.690.000,"avenida hercilio luz, 540","Centro, FLORIANOPOLIS - SC",115m²,3,2.0,4.0
576,ref: 390692,R$ 1.759.000,"avenida hercilio luz, 540","Centro, FLORIANOPOLIS - SC",113m²,3,,4.0
577,ref: 390693,R$ 1.725.000,"avenida hercilio luz, 540","Centro, FLORIANOPOLIS - SC",115m²,3,2.0,1.0
